"",,,VOTES
"",,,RECEIVED
JONGA LIVEAS,M,PRC,437
KANDAMBI TAMANIKWA,M,NCA,308
KAPUYA FREDDY,M,ZANU PF,9  418
KUVEYA FARAI,,,306
"",M,ZDU,
MARVELOUS,,,
MAZANI WILFRED TAPIWA,M,ZIPP,101
MONERA CHRISTOPHER,M,MDC ALLIANCE,5 514
NGUNI SYLVESTER,,,3 151
"",M,INDEPENDENT,
ROBERT,,,
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
MAGAYA EDGAR,M,ZIPP,596
MUKUHLANI TAVENGWA,M,ZANU PF,12 708
MUNEMO MANASSEH MUNASHE,M,MDC ALLIANCE,6 563
NOMDOKA KUREBWA JAVANGWE,M,INDEPENDENT,777
RUSIKE VENGAI,M,MDC T,584
SWEVA ELSON,M,INDEPENDENT,95
TAPERA SIMON,M,PRC,1 267
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
BWANYASHURO NICHOLAS TERERAI,M,MDC-ALLIANCE,7 109
CHIGWANGWAWARE RANGARIRAI,M,MDC-T,1 449
DANDA HAMLET,M,INDEPENDENT,211
GENDERE JAMES,M,NPF,104
GUZURA JOHNSAI,M,ZIPP,174
HARITATOS VANGELIS PETER,M,ZANU PF,23 833
MASABA NIMA,M,NGA,73
MASHONGANDORO MODOCK,M,PRC,103
NYAROMO NYARAI BABRA,F,PDZ,144
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
CHETENI ABRAHAM,M,NPF,173
CHIGUNWE TAPIWA,M,INDEPENDENT,167
HWERENGWE LOVEMORE,M,MDC T,566
MATEMERE SAMUEL,M,MDC ALLIANCE,7 850
MLISWA TEMBA PETER,M,INDEPENDENT,16 857
MUCHEMWA TENDAI,M,ZIPP,185
MUDZENGI GERALD OBERT,M,FZC,56
MUTSVANGWA CHRISTOPHER HATIKURE,M,ZANU PF,4 255
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
CHABUKA SIMANGALISO,F,NPF,122
CHIGORO NATHANIEL,M,INDEPENDENT,257
EDZIWA XAVERABEL,M,MDC ALLIANCE,4 752
GWATINYANYA FLORENCE,F,ZIPP,109
KAMBAMWA POLITE,M,ZANU PF,12 082
MAGWIZI BASTER,M,ZAPU,62
NYANDORO GIFT,M,PRC,176
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
GAVA GUMISAI WASHINGTON,M,INDEPENDENT,633
MANGISANI CHRISTOPHER,M,ZIPP,599
MUREFU MAIBIRI DOMINIC,M,NPF,275
MHENDE CHESTER NHAMO,M,INDEPENDENT,2 781
MUGARI FIDELIS ZVIDZAI,M,MDC ALLIANCE,13 283
MUTSETSEMA INNOCENT DENNIS,M,UDA,164
MUTUMBAMI ROBSON,M,PRC,219
TUNGAMIRAYI TAWANDA,M,ZANU PF,14 302
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
LUNESU JOE GODFREY,M,MDC ALLIANCE,2 032
CHIRIMANYEMBA ROSEJOY,F,ZIPP,447
GONGA NOSPER,M,MDC T,860
MATARE NOBERT,M,UANC,144
CHOMBO MARRIAN,F,ZANU PF,20 308
MATIBIRI EDWIN,M,INDEPENDENT,254
IMBAYARWO TECLA,F,PRC,249
KEMBO PAUL MUSHONGA,M,NPF,159
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
CHIDHAKWA WALTER KUFAKUNESU,M,INDEPENDENT,4 856
CHIYANGWA PHILLIP,M,ZANU PF,11 819
GOMBINGO WALKER ISHMAEL,M,ZIPP,240
JAMU CHRISTOPHER NYAMADZAWO,M,INDEPENDENT,436
NYAMADZAWO NKOSWATI ALLOYS,M,MDC ALLIANCE,3 978
SHAYAMANO NELSON,M,PRC,170
"",,,VOTES
NAME OF CANDIDATE,SEX,PARTY,
"",,,RECEIVED
CHIKAZHE SIMBARASHE EDWIN,M,ZIPP,332
CHITEHWE FRANCIS TICHAONA,M,INDEPENDENT,818
GOMBE DONEMORE,M,NPF,1 936
KATANDIKA JENIFFER,F,BZA,105
MAPANJE ECOCK,M,ZDU,64
MAREVERWA ELVIS,M,INDEPENDENT,203
MAOZA LOVEJOY,M,INDEPENDENT,991
MBAIMBAI EPHRAIM,M,MDC ALLIANCE,2 228
TANYANYIWA MEKIA,M,INDEPENDENT,3 669
ZINYAKATIRA MAXWELL,M,PRC,155
ZIYAMBI ZIYAMBI,M,ZANU PF,6 902
